"","election","province","electoral_district_circonscripti","candidate_candidat","media_mentions","quality","donations","amount","transfers","spending","limit","excluded","readsecond","order_of_precedence","bill__1_","passed","votes_obtained_votes_obtenus","current_vote","previous_vote","majority_majoritÈ","majority_percentage_pourcentage_","winner","liberal_","con","ndp","bq","other","gender","female","province0","prov","years_served","parliaments","former_minister","switcher","exminister","partyswitcher","area","pop_per_km2","population_2006","_65_or_over","average_people_in_households","first_language_spoken_english","first_language_spoken_french","english_and_french","neither_english_nor_french","citizens","non_citizens","non_immigrants","immigrants","unemployment_rate","self_employed","no_high_school","high_school","high_school0","high_school1","doctorate","median_income","average_income","median_family_income","average_family_income","date_of_intro","before_ind","__","after_ind","__0","before_corp","__1","after_corp","__2","before_union","__3","after_union","__4","before_transfer","__5","after_transfer","__6","dist1","match","news_treated_3_months_before","news_treated_day_of","news_treated_10_days_after","news_treated_3_months_after","news_control_3_months_before","news_control_day_of","news_control_10_days_after","news_control_3_months_after","match_donations_3_months_before_","match_donations_3_months_before0","match_donations_3_months_after_a","match_donations_3_months_after_n","gov","govpassed","govorder","motion","y2006","introbill","intromotion","place_on_paper","check","senate","test","newplace","id","optout","p2p","govp2p","transfersshare","donationsshare","share"
"1",2008,"ON","York South--Weston","Alan  Tonks",44,0,18,5775,38000,48748.26953125,80783.19,0,0,0,0,0,16004,46.5,57.060001373291,NA,NA,1,1,0,0,0,0,"Male",0,"ON","8",8,3,"No","No",0,0,26,4402.23095703125,114458,13.0659284591675,2.59999990463257,92.9008712768555,0.739859938621521,0.960056364536285,5.39921617507935,84.1194381713867,15.8805656433105,44.8138008117676,55.1861991882324,8.60000038146973,4.06262540817261,12.7557706832886,14.6866102218628,5.35130786895752,1.58136606216431,0.187841832637787,21504,27094,52459,62218,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.4744567871094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,149,0,0,"Alan  Tonks",149,1,0,0,0,0.470394892798861,0.470394892798861,0.940789785597722
"2",2006,"ON","York South--Weston/York-Sud--Weston","Alan Tonks ** Liberal/LibÈral",60,0,34,8607,27830.75,39835.1484375,74365.65,0,0,0,0,0,22871,57.060001373291,59.8300018310547,14346,35.7999992370605,1,1,0,0,0,0,"Male",0,"ON","8",6,2,"No","No",0,0,26,4402.23095703125,114458,13.0659284591675,2.59999990463257,92.9008712768555,0.739859938621521,0.960056364536285,5.39921617507935,84.1194381713867,15.8805656433105,44.8138008117676,55.1861991882324,8.60000038146973,4.06262540817261,12.7557706832886,14.6866102218628,5.35130786895752,1.58136606216431,0.187841832637787,21504,27094,52459,62218,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4296951293945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,NA,NA,88,0,0,"Alan Tonks ** Liberal/LibÈral",172,1,0,0,0,0.374242005549605,0.374242005549605,0.74848401109921
"3",2008,"ON","Mississauga East--Cooksville","Albina  Guarnieri",66,1,1,446.9,55594.94,45483.75,87932.53,0,0,0,0,0,20371,50.2000007629395,51.6500015258789,NA,NA,1,1,0,0,0,0,"Female",1,"ON","8",20,6,"Yes","No",1,0,29,4366.96533203125,126642,12.0536632537842,2.79999995231628,92.8282623291016,1.21313035488129,1.15762770175934,4.80098342895508,79.8533172607422,20.1466808319092,37.7573280334473,62.2426719665527,7.80000019073486,4.95491218566895,6.91713666915894,12.5866613388062,11.6233158111572,4.34295082092285,0.438243240118027,24213,30383,62124,71098,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8506984710693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,246,0,0,"Albina  Guarnieri",246,2,0,0,0,0.632245427261106,0.632245427261106,1
"4",2006,"NS","Halifax","Alexa McDonough ** N.D.P./N.P.D.",330,0,162,32483.88,61414.94,67353.609375,77542.29,0,1,1,1,0,23420,46.8800010681152,41.5499992370605,7983,16,1,0,0,1,0,0,"Female",1,"NS","6",9,3,"No","No",0,0,231,387.220764160156,89448,12.8342723846436,2.09999990463257,96.8880004882812,2.33684802055359,0.381875187158585,0.393274426460266,95.474235534668,4.52576398849487,89.7453765869141,10.2546253204346,7.19999980926514,5.66250801086426,5.56748056411743,10.1958675384521,13.5330028533936,5.53953123092651,1.48130762577057,23638,34188,61143,79849,"02/25/2005",1606,16,1582.72998046875,15,0,0,0,0,0,0,0,0,1000,1,7778.64990234375,1,26.8003101348877,NA,59,13,6,75,51,0,6,85,2013,8,508,6,0,0,0,0,1,1,1,21,21,0,"Alexa McDonough ** N.D.P./N.P.D.",21,3,0,1,0,0.792018652015565,0.792018652015565,1
"5",2008,"QC","Richmond--Arthabaska","Andre  Bellavance",1,0,83,14695,67038.14,77254.328125,85600.46,0,1,1,1,0,23913,46,47.8899993896484,NA,NA,1,0,0,0,1,0,"Male",0,"QC","10",4,2,"No","No",0,0,3563,28.0987930297852,100116,13.2596187591553,2.29999995231628,3.30742263793945,96.458869934082,0.172737896442413,0.0609663166105747,99.3242874145508,0.675710022449493,98.1852416992188,1.81476211547852,5.69999980926514,6.78213262557983,13.1247749328613,11.3568258285522,4.37991952896118,0.804067254066467,0.0998841375112534,22494,27682,52743,61002,"05/02/2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.4565773010254,NA,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,1,NA,101,101,0,"Andre  Bellavance",101,4,0,1,0,0.783151632596367,0.783151632596367,1
"6",2006,"QC","Richmond--Arthabaska","Andre Bellavance ** Bloc QuÈbÈcois/Bloc QuÈbÈcois",9,0,186,14373.69,19939.23,45705.94140625,79322.07,0,0,0,0,0,24466,47.8899993896484,55.5499992370605,8001,15.6999998092651,1,0,0,0,1,0,"Male",0,"QC","10",2,1,"No","No",0,0,3563,28.0987930297852,100116,13.2596187591553,2.29999995231628,3.30742263793945,96.458869934082,0.172737896442413,0.0609663166105747,99.3242874145508,0.675710022449493,98.1852416992188,1.81476211547852,5.69999980926514,6.78213262557983,13.1247749328613,11.3568258285522,4.37991952896118,0.804067254066467,0.0998841375112534,22494,27682,52743,61002,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.866138458252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,NA,88,0,0,"Andre Bellavance ** Bloc QuÈbÈcois/Bloc QuÈbÈcois",93,4,0,0,0,0.251370520209571,0.251370520209571,0.502741040419142
"7",2008,"ON","Kitchener--Waterloo","Andrew  Telegdi",113,0,8,2750,78146.93,71442.6796875,95412.29,0,1,1,0,1,21798,36,46.8499984741211,NA,NA,0,1,0,0,0,0,"Male",0,"ON","8",15,5,"No","No",0,0,91,1392.76928710938,126742,10.4621992111206,2.59999990463257,97.1011047363281,1.20324039459229,0.544039368629456,1.15161621570587,92.9433746337891,7.05662775039673,76.0802688598633,23.9197273254395,5.5,5.62165641784668,5.23898935317993,11.984977722168,11.4760694503784,4.45392990112305,1.57011878490448,30596,42506,82985,101665,"01/29/2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9134044647217,NA,13,0,2,33,7,1,0,14,NA,NA,NA,NA,0,0,0,1,0,1,NA,69,69,0,"Andrew  Telegdi",69,5,0,1,0,0.819044695395111,0.819044695395111,1
"8",2006,"SK","Regina--Qu'Appelle","Andrew Scheer ** Conservative/Conservateur",75,1,149,32740,37500,67733.6015625,73411.33,0,0,0,0,0,12753,41.2099990844727,35.7599983215332,2712,8.80000019073486,1,0,1,0,0,0,"Male",0,"SK","11",2,1,"No","No",0,0,12750,5.23121547698975,66698,13.7185525894165,2.5,99.0785903930664,0.670118808746338,0.0609198920428753,0.190374657511711,98.5989456176758,1.40105080604553,95.4465713500977,4.55342864990234,5.80000019073486,6.99421262741089,11.267204284668,15.8925304412842,4.25799894332886,0.599718153476715,0.112447150051594,22539,28146,53262,62134,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.5907325744629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,88,0,0,"Andrew Scheer ** Conservative/Conservateur",155,6,0,0,0,0.510820332501809,0.510820332501809,1
"9",2006,"ON","Kitchener--Waterloo","Andrew Telegdi ** Liberal/LibÈral",52,0,78,35574.49,50800,73501.859375,86376.76,0,0,0,0,0,31136,46.8499984741211,48.1199989318848,12319,18.5,1,1,0,0,0,0,"Male",0,"ON","8",13,4,"No","No",0,0,91,1392.76928710938,126742,10.4621992111206,2.59999990463257,97.1011047363281,1.20324039459229,0.544039368629456,1.15161621570587,92.9433746337891,7.05662775039673,76.0802688598633,23.9197273254395,5.5,5.62165641784668,5.23898935317993,11.984977722168,11.4760694503784,4.45392990112305,1.57011878490448,30596,42506,82985,101665,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.2996616363525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,NA,NA,88,0,0,"Andrew Telegdi ** Liberal/LibÈral",133,5,0,0,0,0.588121156662973,0.588121156662973,1
"10",2006,"NB","Tobique--Mactaquac","Andy Savoy ** Liberal/LibÈral",268,0,4,2734.76,73000,70900.5390625,76462.05,0,1,1,0,1,15558,42.8600006103516,48.2299995422363,NA,35.9000015258789,0,1,0,0,0,0,"Male",0,"NB","4",2,1,"No","No",0,0,15952,4.28485441207886,68352,13.5402040481567,2.5,82.5127334594727,17.3027229309082,0.169779285788536,0.0147634157910943,98.3981704711914,1.60183072090149,96.5221252441406,3.47787475585938,9.5,5.3619499206543,12.4648876190186,15.7127809524536,4.87184000015259,1.06800091266632,0.117041200399399,20842,25991,50029,58470,"12/06/2004",0,0,0,0,0,0,1000,1,0,0,0,0,0,0,6600,1,46.1265869140625,NA,44,0,4,62,5,0,0,2,1000,1,0,0,1,1,1,1,1,NA,1,5,5,0,"Andy Savoy ** Liberal/LibÈral",5,7,0,1,1,0.954721982996794,0.954721982996794,1
"11",2008,"MB","Winnipeg South Centre","Anita  Neville",337,0,98,22325,12000,74911.15625,77551.98,0,0,0,0,0,16438,42.2999992370605,39.25,NA,NA,1,1,0,0,0,0,"Female",1,"MB","3",8,3,"No","No",0,0,34,2302.529296875,78286,15.7243947982788,2.09999990463257,97.18896484375,2.08224892616272,0.266788125038147,0.461998969316483,94.9899139404297,5.010085105896,84.4428329467773,15.5571632385254,4.5,6.12497758865356,4.8603835105896,10.8256902694702,14.127685546875,4.40691804885864,1.23265969753265,29230,42423,70922,98567,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4626808166504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,139,0,0,"Anita  Neville",139,8,0,0,0,0.154734927464134,0.154734927464134,0.309469854928269
"12",2008,"ON","Nipissing--Timiskaming","Anthony  Rota",29,0,0,0,70000,77996.5,87382.78,0,0,1,1,0,18543,44.5999984741211,44.689998626709,NA,NA,1,1,0,0,0,0,"Male",0,"ON","8",4,2,"No","No",0,0,16160,5.62889862060547,90963,14.9566307067871,2.40000009536743,81.965202331543,17.7726974487305,0.178451925516129,0.0836493447422981,98.6728363037109,1.32716226577759,94.5615081787109,5.43848848342896,7.69999980926514,5.16143941879272,8.60789585113525,13.5274782180786,5.23289680480957,1.08835458755493,0.186889171600342,23848,31578,59658,70762,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.2123031616211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,104,104,0,"Anthony  Rota",104,9,0,1,0,0.80107316338528,0.80107316338528,1
"13",2006,"ON","Nipissing--Timiskaming","Anthony Rota ** Liberal/LibÈral",17,0,163,58610,26300,76913.2265625,81221.64,0,0,0,0,0,21393,44.689998626709,42.310001373291,4882,10.1999998092651,1,1,0,0,0,0,"Male",0,"ON","8",2,1,"No","No",0,0,16160,5.62889862060547,90963,14.9566307067871,2.40000009536743,81.965202331543,17.7726974487305,0.178451925516129,0.0836493447422981,98.6728363037109,1.32716226577759,94.5615081787109,5.43848848342896,7.69999980926514,5.16143941879272,8.60789585113525,13.5274782180786,5.23289680480957,1.08835458755493,0.186889171600342,23848,31578,59658,70762,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.3395385742188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,NA,NA,88,0,0,"Anthony Rota ** Liberal/LibÈral",207,9,0,0,0,0.323805330697583,0.323805330697583,0.647610661395165
"14",2006,"AL","Calgary Northeast/Calgary-Nord-Est","Art Hanger ** Conservative/Conservateur",108,0,96,50067.5,14000,60428.640625,80615.75,0,0,0,0,0,27169,64.8600006103516,62.2400016784668,17928,42.7999992370605,1,0,1,0,0,0,"Male",0,"AL","1",13,4,"No","No",0,0,127,1015.86614990234,129015,5.8985390663147,3.20000004768372,93.3973236083984,1.30188095569611,0.493548899888992,4.80724382400513,86.7363586425781,13.2636404037476,62.6628456115723,37.3371543884277,4.40000009536743,4.87152671813965,11.0180988311768,15.5292024612427,6.85579204559326,1.56570947170258,0.14339417219162,26256,32766,70916,78121,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3497724533081,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,NA,88,0,0,"Art Hanger ** Conservative/Conservateur",163,10,0,0,0,0.173663335018281,0.173663335018281,0.347326670036562
"15",2008,"ON","Haliburton--Kawartha Lakes--Brock","Barry  Devolin",14,1,173,31025,49106.8,81075.5,95766.83,0,0,0,0,0,30444,56,49,NA,35.5,1,0,1,0,0,0,"Male",0,"ON","8",4,2,"No","No",0,0,10831,11,119141,18.3689918518066,2.5,98.8114013671875,1.00967073440552,0.10650534927845,0.0724236369132996,98.598388671875,1.40161037445068,91.3073120117188,8.6926851272583,6.30000019073486,8.43118667602539,9.39642906188965,15.3305749893188,3.91133189201355,0.826751470565796,0.130097955465317,24589,32425,62863,74249,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.8181953430176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,NA,210,0,0,"Barry  Devolin",210,11,0,0,0,0.512774621442518,0.512774621442518,1
"16",2006,"ON","Haliburton--Kawartha Lakes--Brock","Barry Devolin ** Conservative/Conservateur",4,0,275,47980,25000,72619.6328125,88670.04,0,0,1,0,0,29427,49,44.2299995422363,12161,20.2999992370605,1,0,1,0,0,0,"Male",0,"ON","8",2,1,"No","No",0,0,10831,11,119141,18.3689918518066,2.5,98.8114013671875,1.00967073440552,0.10650534927845,0.0724236369132996,98.598388671875,1.40161037445068,91.3073120117188,8.6926851272583,6.30000019073486,8.43118667602539,9.39642906188965,15.3305749893188,3.91133189201355,0.826751470565796,0.130097955465317,24589,32425,62863,74249,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.2864875793457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,72,72,0,"Barry Devolin ** Conservative/Conservateur",72,11,0,1,0,0.281944160620656,0.281944160620656,0.563888321241312
"17",2006,"QC","Repentigny","Benoit Sauvageau ** Bloc QuÈbÈcois/Bloc QuÈbÈcois",26,0,0,0,55473,64220.87890625,82824.96,0,1,1,1,0,34958,62.4199981689453,70.0599975585938,24834,44.2999992370605,1,0,0,0,1,0,"Male",0,"QC","10",13,4,"No","No",0,0,266,412.165405273438,109636,10.5850267410278,2.59999990463257,1.52099990844727,97.8724365234375,0.441135913133621,0.165425971150398,99.3750839233398,0.6249138712883,96.6979370117188,3.30206036567688,4.59999990463257,5.44529151916504,8.92498779296875,14.1468133926392,6.08832883834839,1.13101530075073,0.109453096985817,29607,34893,70611,78242,"12/02/2004",2625,7,1140,3,883.75,3,580,3,0,0,0,0,3137.330078125,2,1417.69995117188,1,21.7001399993896,NA,0,0,0,16,0,0,0,8,0,0,1090,2,0,0,0,0,1,1,NA,17,17,0,"Benoit Sauvageau ** Bloc QuÈbÈcois/Bloc QuÈbÈcois",17,12,0,1,0,0.669761868885901,0.669761868885901,1
"18",2008,"QC","Rosemont--La Petite-Patrie","Bernard  Bigras",183,0,0,0,65000,52570.98046875,86436.07,0,1,1,1,0,27265,51.9000015258789,55.9900016784668,NA,NA,1,0,0,0,1,0,"Male",0,"QC","10",11,4,"No","No",0,0,11,9624,105864,12.0532007217407,1.89999997615814,6.31639385223389,88.0514907836914,4.24442529678345,1.38769257068634,92.9511413574219,7.04885864257812,80.5895156860352,19.4104862213135,8.60000038146973,5.73377180099487,8.37867450714111,9.70112609863281,13.2056226730347,4.76554822921753,0.750963509082794,22286,28183,49652,59563,"01/30/2007",3400,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.7041492462158,NA,36,1,13,36,6,0,2,8,NA,NA,NA,NA,0,0,0,0,0,1,NA,40,40,0,"Bernard  Bigras",40,13,0,1,0,0.752000871858241,0.752000871858241,1
"19",2008,"QC","Pierrefonds--Dollard","Bernard  Patry",35,0,61,12451,35000,44616.94921875,85897.22,0,0,0,0,0,20883,46.7999992370605,51.1199989318848,NA,NA,1,1,0,0,0,0,"Male",0,"QC","10",15,5,"No","No",0,0,53,1990.64147949219,105504,11.7294130325317,2.79999995231628,53.9457359313965,34.9574851989746,9.46307468414307,1.63370597362518,93.14990234375,6.85010051727295,66.1079025268555,33.8921012878418,6.69999980926514,6.48790550231934,4.6538519859314,11.8715877532959,11.2175846099854,3.35058379173279,0.687177717685699,26061,36171,72837,88323,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.4512062072754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,177,0,0,"Bernard  Patry",177,14,0,0,0,0.407463710699834,0.407463710699834,0.814927421399668
"20",2006,"QC","Rosemont--La Petite-Patrie","Bernard Bigras ** Bloc QuÈbÈcois/Bloc QuÈbÈcois",16,0,0,0,78000,51230.23046875,81616.57,0,0,0,0,0,29336,55.9900016784668,61.7999992370605,21077,40.2000007629395,1,0,0,0,1,0,"Male",0,"QC","10",9,3,"No","No",0,0,11,9624,105864,12.0532007217407,1.89999997615814,6.31639385223389,88.0514907836914,4.24442529678345,1.38769257068634,92.9511413574219,7.04885864257812,80.5895156860352,19.4104862213135,8.60000038146973,5.73377180099487,8.37867450714111,9.70112609863281,13.2056226730347,4.76554822921753,0.750963509082794,22286,28183,49652,59563,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.1345558166504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,NA,1,88,0,0,"Bernard Bigras ** Bloc QuÈbÈcois/Bloc QuÈbÈcois",92,13,0,0,0,0.955688287317146,0.955688287317146,1
"21",2006,"QC","Louis-Saint-Laurent","Bernard Cleary ** Bloc QuÈbÈcois/Bloc QuÈbÈcois",18,0,1,200,26200,36052,79200.4,0,0,0,0,0,11997,24.1900005340576,38.439998626709,NA,24.7000007629395,0,0,0,0,1,0,"Male",0,"QC","10",2,1,"No","No",0,0,144,668.652770996094,96286,9.75738906860352,2.40000009536743,1.60318541526794,98.0353088378906,0.267197579145432,0.0943050235509872,99.350341796875,0.64965683221817,97.6887969970703,2.31119966506958,4.09999990463257,4.42951202392578,6.29894256591797,13.3352718353271,7.99181604385376,2.16023087501526,0.301186054944992,29872,34463,67532,75661,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1864700317383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,NA,1,48,0,0,"Bernard Cleary ** Bloc QuÈbÈcois/Bloc QuÈbÈcois",48,15,1,1,0,0.330806410068636,0.330806410068636,0.661612820137272
"22",2006,"QC","Pierrefonds--Dollard","Bernard Patry ** Liberal/LibÈral",28,0,90,18591.25,22300,39758.109375,80757.7,0,0,0,0,0,24388,51.1199989318848,63.5699996948242,13375,28,1,1,0,0,0,0,"Male",0,"QC","10",13,4,"No","No",0,0,53,1990.64147949219,105504,11.7294130325317,2.79999995231628,53.9457359313965,34.9574851989746,9.46307468414307,1.63370597362518,93.14990234375,6.85010051727295,66.1079025268555,33.8921012878418,6.69999980926514,6.48790550231934,4.6538519859314,11.8715877532959,11.2175846099854,3.35058379173279,0.687177717685699,26061,36171,72837,88323,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.8333854675293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,NA,NA,88,0,0,"Bernard Patry ** Liberal/LibÈral",194,14,0,0,0,0.276134659605214,0.276134659605214,0.552269319210428
"23",2006,"BC","Kamloops--Thompson--Cariboo","Betty Zane Hinton ** Conservative/Conservateur",478,0,143,35780,39979.6,50690.98046875,98387.78,0,0,1,1,0,20948,39.2700004577637,40.3499984741211,4531,8.5,1,0,1,0,0,0,"Female",1,"BC","2",6,2,"No","No",0,0,44344,2.58603191375732,114675,14.1661214828491,2.40000009536743,98.4778518676758,1.05142760276794,0.175971135497093,0.294751673936844,97.0479507446289,2.95204567909241,89.3505020141602,10.6494998931885,6.80000019073486,7.31196880340576,8.31916332244873,16.3418350219727,4.97492933273315,1.43448877334595,0.292129933834076,24486,31968,62241,71607,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9728679656982,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,NA,79,79,0,"Betty Zane Hinton ** Conservative/Conservateur",79,16,0,1,0,0.406347211005269,0.406347211005269,0.812694422010538
"24",2008,"ON","Lambton--Kent--Middlesex","Bev  Shipley",6,0,87,17150,59205.09,72429.828125,84909.11,0,0,0,0,0,24516,51.2999992370605,46.3600006103516,NA,NA,1,0,1,0,0,0,"Male",0,"ON","8",2,1,"No","No",0,0,5277,20.3970050811768,107635,14.0010223388672,2.59999990463257,98.2778930664062,1.13395750522614,0.0893991440534592,0.498753130435944,98.0802688598633,1.91972899436951,89.51513671875,10.4848594665527,5.30000019073486,8.48237133026123,9.50434303283691,14.9486694335938,3.6372926235199,0.952292442321777,0.162586525082588,26031,33496,67239,78075,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.3570880889893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,NA,163,0,0,"Bev  Shipley",163,17,0,0,0,0.697276063781613,0.697276063781613,1
"25",2006,"ON","Durham","Bev Oda ** Conservative/Conservateur",142,0,226,41955,55000,64839.53125,81922.55,0,1,1,1,0,27087,47.0200004577637,40.7400016784668,9797,17,1,0,1,0,0,0,"Female",1,"ON","8",2,1,"No","No",0,0,1625,72.9230804443359,118500,11.130802154541,2.79999995231628,98.3132247924805,1.52532291412354,0.0594833455979824,0.101971447467804,97.4507141113281,2.54928612709045,88.1994705200195,11.8005285263062,5.30000019073486,6.88607597351074,6.71308040618896,15.9198312759399,5.64556980133057,1.08438813686371,0.181434601545334,32712,41440,86063,96933,"02/21/2005",0,0,21865,44,0,0,10750,31,0,0,0,0,0,0,0,0,13.8643074035645,9,13,0,2,30,14,0,0,13,325,2,2160,4,0,0,0,0,1,1,NA,1,1,0,"Bev Oda ** Conservative/Conservateur",1,18,0,1,0,0.671365820521944,0.671365820521944,1
"26",2008,"BC","Burnaby--Douglas","Bill  Siksay",277,0,181,32467.54,38236.31,69094.921875,85965.84,0,0,0,0,0,17937,37.9000015258789,35.5699996948242,NA,NA,1,0,0,1,0,0,"Male",0,"BC","2",8,3,"No","No",0,0,58,1933.08618164062,112119,13.726487159729,2.5,93.1741561889648,0.876837968826294,0.674490749835968,5.27451753616333,88.5431671142578,11.4568347930908,51.7892417907715,48.2107582092285,6.69999980926514,6.40836954116821,5.12847948074341,13.0263376235962,11.9961824417114,3.80399394035339,0.651093900203705,23842,32353,64442,78973,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.8386573791504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,186,0,0,"Bill  Siksay",186,19,0,0,0,0.444784928525098,0.444784928525098,0.889569857050196
"27",2006,"MB","Elmwood--Transcona","Bill Blaikie ** N.D.P./N.P.D.",294,0,164,24430,20700,40314.5703125,71875.52,0,0,0,0,0,16967,50.8499984741211,51.9900016784668,6247,18.7000007629395,1,0,0,1,0,0,"Male",0,"MB","3",27,8,"No","No",0,0,46,1710.86950683594,78700,12.7509527206421,2.5,96.8201065063477,2.30157709121704,0.121810488402843,0.756507217884064,96.3136291503906,3.68637013435364,85.2878723144531,14.7121257781982,5,3.36721730232239,10.4828462600708,16.3913593292236,4.85387563705444,0.686149954795837,0.0762388855218887,26084,29457,59556,65172,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.5252952575684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,NA,1,88,0,0,"Bill Blaikie ** N.D.P./N.P.D.",150,20,0,0,0,0.287997916397683,0.287997916397683,0.575995832795366
"28",2006,"NS","Cumberland--Colchester--Musquodoboit Valley","Bill Casey ** Conservative/Conservateur",158,0,163,42774.95,7000,50744.390625,79109.62,0,0,0,0,0,22439,52.0400009155273,50.4900016784668,12140,28.2000007629395,1,0,1,0,0,0,"Male",0,"NS","6",14,4,"No","No",0,0,10086,8.71455478668213,87895,16.6562366485596,2.29999995231628,99.0471267700195,0.889350891113281,0.0173250176012516,0.0462000444531441,98.9835968017578,1.01640105247498,96.4494323730469,3.55056953430176,9,4.68741130828857,12.1793050765991,12.9358892440796,4.75567436218262,1.45628309249878,0.130837932229042,20756,26779,50353,58555,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.3702659606934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,88,0,0,"Bill Casey ** Conservative/Conservateur",120,21,0,0,0,0.0884848138570252,0.0884848138570252,0.17696962771405
